Time,Power
20180308_11,204.704
20180308_12,219.36
20180308_13,211.744
20180308_14,216.256
20180308_16,219.552
20180308_17,170.624
20180308_19,121.312
20180308_20,127.2
20180308_21,123.936
20180308_22,116.64
20180308_23,108.512
20180309_0,100.384
20180309_1,98.432
20180309_2,100.224
20180309_3,98.624
20180309_4,97.216
20180309_5,94.08
20180309_6,91.904
20180309_7,92.224
20180309_8,191.072
20180309_10,223.648
20180309_11,238.464
20180309_12,224.8
20180309_13,226.112
20180309_15,236.32
20180309_16,230.176
20180309_17,180.448
20180309_18,125.12
20180309_19,131.392
20180309_20,140.064
20180309_21,138.816
20180309_23,119.552
20180310_0,105.952
20180310_1,100.8
20180310_2,103.776
20180310_3,101.888
20180310_4,98.72
20180310_5,99.84
20180310_6,97.472
20180310_9,196.064
20180310_11,217.984
20180310_12,214.304
20180310_13,221.152
20180310_14,224.48
20180310_15,223.296
20180310_16,222.336
20180310_17,166.368
20180310_18,110.624
20180310_19,116.352
20180310_20,122.976
20180310_21,129.408
20180310_22,123.968
20180311_0,110.048
20180311_1,106.912
20180311_2,99.264
20180311_3,90.976
20180311_4,89.472
20180311_5,89.44
20180311_6,91.488
20180311_7,90.88
20180311_8,89.696
20180311_9,91.008
20180311_10,88.224
20180311_11,98.912
20180311_12,95.776
20180311_13,101.408
20180311_14,102.4
20180311_15,109.088
20180311_16,114.944
20180311_18,100.128
20180311_19,97.024
20180311_20,107.52
20180311_21,113.792
20180311_22,112.672
20180311_23,112
20180312_1,106.336
20180312_2,111.68
20180312_3,107.104
20180312_4,100.672
20180312_5,95.488
20180312_6,92.32
20180312_7,95.04
20180312_8,93.856
20180312_10,88.16
20180312_11,89.728
20180312_12,84.736
20180312_13,84
20180312_16,100.512
20180312_17,102.944
20180312_18,94.88
20180312_19,90.592
20180312_20,103.872
20180312_21,108.384
20180312_22,108.512
20180312_23,105.536
20180313_1,97.088
20180313_2,89.984
20180313_3,91.136
20180313_4,89.216
20180313_5,86.048
20180313_6,90.912
20180313_7,134.208
20180313_8,185.952
20180313_9,196.768
20180313_10,164.448
20180313_12,122.624
20180313_13,130.144
20180313_14,136.352
20180313_15,135.488
20180313_16,141.28
20180313_17,130.176
20180313_18,122.368
20180313_19,131.776
20180313_20,142.912
20180313_22,129.952
20180313_23,124.16
20180314_0,115.904
20180314_1,112.064
20180314_2,101.024
20180314_3,100.64
20180314_4,99.968
20180314_5,94.432
20180314_6,97.28
20180314_7,94.784
20180314_8,188.064
20180314_9,174.272
20180314_10,118.048
20180314_11,124.768
20180314_12,121.984
20180314_13,124.32
20180314_15,124.064
20180314_16,122.72
20180314_18,110.56
20180314_19,114.016
20180314_20,125.76
20180314_21,116.224
20180314_23,110.528
20180315_1,100.416
20180315_3,93.152
20180315_4,94.656
20180315_5,93.728
20180315_6,92.832
20180315_7,92.768
20180315_8,184.384
20180315_9,94.912
20180315_10,99.264
20180315_11,99.008
20180315_13,106.048
20180315_14,106.144
20180315_15,110.176
20180315_16,107.744
20180315_17,105.76
20180315_18,96.512
20180315_20,104.992
20180315_21,105.92
20180315_22,103.744
20180315_23,102.08
20180316_0,97.984
20180316_1,88.544
20180316_2,91.712
20180316_3,86.304
20180316_4,80.384
20180316_5,79.232
20180316_7,78.24
20180316_8,165.664
20180316_9,94.112
20180316_10,102.304
20180316_11,104.448
20180316_12,103.968
20180316_14,120.256
20180316_15,117.504
20180316_17,115.232
20180316_18,107.232
20180316_19,105.312
20180316_20,110.272
20180316_21,99.296
20180316_22,95.616
20180317_0,92.288
20180317_2,86.72
20180317_3,88.576
20180317_4,83.008
20180317_5,81.984
20180317_6,80.48
20180317_8,176.384
20180317_9,189.728
20180317_10,195.104
20180317_11,145.664
20180317_12,108.128
20180317_13,110.72
20180317_15,117.472
20180317_16,118.816
20180317_17,109.376
20180317_19,108.128
20180317_20,113.504
20180317_21,110.112
20180317_22,100.8
20180317_23,96.064
20180318_0,103.648
20180318_1,95.712
20180318_2,97.312
20180318_3,92.16
20180318_4,94.688
20180318_5,93.824
20180318_6,91.776
20180318_8,85.184
20180318_9,93.248
20180318_10,93.376
20180318_11,100
20180318_12,94.24
20180318_13,82.496
20180318_14,86.752
20180318_15,91.488
20180318_16,97.12
20180318_17,92.544
20180318_18,100.576
20180318_19,104.832
20180318_20,106.144
20180318_21,104.288
20180318_22,102.496
20180318_23,99.808
20180319_0,96.96
20180319_1,90.176
20180319_2,92.128
20180319_3,93.088
20180319_4,90.976
20180319_5,88
20180319_6,88
20180319_7,83.776
20180319_8,83.872
20180319_9,83.392
20180319_10,89.984
20180319_12,81.888
20180319_13,80.96
20180319_14,88.608
20180319_16,95.168
20180319_17,101.824
20180319_18,105.568
20180319_19,102.592
20180319_21,108.736
20180319_22,106.816
20180319_23,101.6
20180320_0,96.256
20180320_1,81.888
20180320_2,83.264
20180320_3,83.36
20180320_4,84.896
20180320_5,80.544
20180320_6,83.04
20180320_7,99.168
20180320_8,177.952
20180320_9,189.184
20180320_10,198.624
20180320_11,156.736
20180320_12,114.656
20180320_13,113.376
20180320_14,123.264
20180320_15,130.304
20180320_17,139.744
20180320_18,132.736
20180320_19,137.024
20180320_20,150.4
20180320_21,147.424
20180320_22,129.44
20180320_23,133.728
20180321_0,113.056
20180321_1,102.496
20180321_2,99.2
20180321_3,93.632
20180321_4,89.952
20180321_5,89.92
20180321_6,87.744
20180321_7,88.864
20180321_9,193.728
20180321_10,212.096
20180321_11,202.88
20180321_12,219.52
20180321_13,218.976
20180321_14,221.184
20180321_15,225.728
20180321_16,221.952
20180321_17,173.12
20180321_18,130.24
20180321_19,127.328
20180321_20,133.664
20180321_21,132.544
20180321_22,127.072
20180321_23,118.08
20180322_0,108.288
20180322_1,92.96
20180322_2,86.272
20180322_3,86.848
20180322_4,85.984
20180322_5,80.512
20180322_6,83.808
20180322_7,85.888
20180322_8,181.408
20180322_9,184.704
20180322_10,212.224
20180322_11,211.68
20180322_12,226.688
20180322_13,220.832
20180322_14,226.88
20180322_15,235.744
20180322_16,238.72
20180322_17,185.984
20180322_18,156.928
20180322_19,154.912
20180322_20,144.032
20180322_21,135.072
20180322_22,121.088
20180322_23,124.096
20180323_0,112.192
20180323_1,98.336
20180323_2,95.072
20180323_3,98.016
20180323_4,94.016
20180323_5,94.816
20180323_6,88.896
20180323_7,86.976
20180323_9,202.72
20180323_10,201.088
20180323_11,206.784
20180323_12,208.192
20180323_13,195.072
20180323_15,111.04
20180323_16,114.368
20180323_17,111.584
20180323_18,124.96
20180323_19,119.296
20180323_20,128.192
20180323_22,115.008
20180323_23,115.776
20180324_0,104.48
20180324_2,98.272
20180324_3,96.16
20180324_4,98.752
20180324_5,98.848
20180324_6,96.256
20180324_7,93.536
20180324_9,193.248
20180324_10,206.336
20180324_11,128.512
20180324_12,109.024
20180324_13,109.984
20180324_14,118.432
20180324_15,110.624
20180324_16,111.776
20180324_17,112.896
20180324_19,102.336
20180324_20,105.504
20180324_21,108.8
20180324_22,106.368
20180324_23,104.736
20180325_0,100.672
20180325_1,99.008
20180325_2,94.72
20180325_3,89.44
20180325_4,88.288
20180325_5,87.488
20180325_6,88.256
20180325_7,89.088
20180325_8,88.928
20180325_9,90.88
20180325_10,91.04
20180325_11,88.8
20180325_12,84.544
20180325_14,95.488
20180325_15,95.936
20180325_16,94.24
20180325_17,91.296
20180325_18,92.192
20180325_19,91.84
20180325_20,90.752
20180325_21,90.336
20180325_22,87.808
20180325_23,85.376
20180326_1,83.68
20180326_2,82.784
20180326_3,81.248
20180326_4,77.792
20180326_5,77.536
20180326_6,78.272
20180326_7,78.624
20180326_8,78.016
20180326_9,80.448
20180326_10,80.288
20180326_11,79.648
20180326_12,78.176
20180326_13,79.84
20180326_14,80.096
20180326_15,81.696
20180326_16,85.024
20180326_17,80.192
20180326_18,78.72
20180326_19,80.704
20180326_20,83.968
20180326_21,88.736
20180326_22,87.2
20180326_23,85.472
20180327_0,79.104
20180327_1,76.416
20180327_2,73.824
20180327_3,73.28
20180327_4,70.816
20180327_5,69.824
20180327_7,95.648
20180327_8,170.528
20180327_9,105.12
20180327_10,90.656
20180327_11,94.304
20180327_12,100.8
20180327_13,101.824
20180327_14,107.584
20180327_15,107.392
20180327_16,108.512
20180327_17,103.552
20180327_19,105.888
20180327_20,102.848
20180327_21,100.8
20180327_22,96.256
20180327_23,98.656
20180328_0,92.384
20180328_1,85.504
20180328_2,80.128
20180328_3,79.808
20180328_4,74.592
20180328_5,74.304
20180328_6,74.624
20180328_7,73.696
20180328_8,170.016
20180328_9,94.592
20180328_10,96.736
20180328_11,103.168
20180328_12,101.6
20180328_13,100
20180328_14,104.416
20180328_15,106.4
20180328_16,106.368
20180328_17,100.864
20180328_18,101.792
20180328_19,100.48
20180328_20,104.608
20180328_21,105.952
20180328_22,105.408
20180328_23,98.368
20180329_0,89.216
20180329_1,82.496
20180329_2,80.416
20180329_4,79.712
20180329_5,79.328
20180329_6,78.368
20180329_7,76.032
20180329_9,78.304
20180329_10,84.736
20180329_11,87.648
20180329_12,88.896
20180329_13,94.24
20180329_14,99.04
20180329_15,98.272
20180329_16,96.16
20180329_17,92.8
20180329_18,89.632
20180329_19,98.144
20180329_20,96.736
20180329_21,91.552
20180329_22,87.808
20180330_0,79.936
20180330_1,74.112
20180330_2,73.376
20180330_3,74.24
20180330_4,72.032
20180330_5,70.944
20180330_7,70.016
20180330_8,70.56
20180330_9,78.048
20180330_11,87.328
20180330_12,84.032
20180330_13,86.368
20180330_14,95.36
20180330_15,97.312
20180330_16,102.336
20180330_17,98.656
20180330_18,98.912
20180330_19,99.168
20180330_20,97.76
20180330_21,93.6
20180331_0,79.936
20180331_1,78.848
20180331_4,74.72
20180331_5,74.304
20180331_6,72.928
20180331_7,73.536
20180331_8,74.496
20180331_9,75.168
20180331_10,79.904
20180331_11,86.208
20180331_13,82.592
20180331_14,90.88
20180331_16,89.792
20180331_17,85.984
20180331_18,84.8
20180331_21,135.072
20180331_22,128.096
20180331_23,106.464
20180401_0,76.128
20180401_1,74.816
20180401_2,74.624
20180401_3,73.728
20180401_4,71.904
20180401_5,73.44
20180401_6,70.56
20180401_7,74.72
20180401_9,71.68
20180401_10,66.624
20180401_11,72.864
20180401_12,70.304
20180401_13,73.856
20180401_14,71.264
20180401_15,76.16
20180401_16,74.528
20180401_17,71.168
20180401_18,68.192
20180401_19,69.888
20180401_20,71.872
20180401_21,68.16
20180401_22,72.064
20180401_23,69.216
20180402_0,67.328
20180402_1,70.016
20180402_2,69.824
20180402_3,65.856
20180402_4,69.44
20180402_5,67.872
20180402_6,66.848
20180402_7,64.128
20180402_8,67.04
20180402_9,69.248
20180402_10,68.064
20180402_11,67.392
20180402_12,69.824
20180402_13,67.328
20180402_14,71.872
20180402_15,74.176
20180402_16,71.296
20180402_17,77.696
20180402_18,76.352
20180402_19,71.04
20180402_20,75.456
20180402_21,75.392
20180402_22,75.264
20180402_23,76.096
20180403_0,71.424
20180403_1,73.856
20180403_2,75.712
20180403_3,76.032
20180403_4,70.208
20180403_5,70.976
20180403_6,71.744
20180403_7,73.152
20180403_8,73.024
20180403_9,77.568
20180403_10,89.728
20180403_11,92.032
20180403_12,100.736
20180403_13,107.712
20180403_14,114.624
20180403_15,116.096
20180403_16,108.992
20180403_17,101.312
20180403_18,96.128
20180403_19,94.912
20180403_20,95.296
20180403_21,92.544
20180403_22,87.168
20180403_23,86.144
20180404_0,84.352
20180404_1,74.816
20180404_2,72.448
20180404_3,70.784
20180404_4,69.696
20180404_5,70.592
20180404_7,68.032
20180404_8,74.752
20180404_9,85.184
20180404_10,103.552
20180404_11,102.144
20180404_12,95.168
20180404_13,100.992
20180404_14,107.392
20180404_15,105.344
20180404_16,106.304
20180404_18,94.08
20180404_19,98.368
20180404_20,97.856
20180404_21,92.544
20180404_22,89.536
20180404_23,88.256
20180405_0,85.504
20180405_2,75.84
20180405_3,76.672
20180405_4,74.048
20180405_5,69.824
20180405_6,74.432
20180405_7,73.536
20180405_8,74.816
20180405_9,76.096
20180405_10,82.368
20180405_11,90.752
20180405_12,87.744
20180405_13,95.488
20180405_15,101.12
20180405_16,105.024
20180405_17,104.896
20180405_18,96.64
20180405_19,105.408
20180405_21,97.856
20180405_22,94.656
20180405_23,84.096
20180406_0,78.336
20180406_1,80.896
20180406_2,73.792
20180406_3,71.552
20180406_5,71.552
20180406_6,72.128
20180406_8,78.464
20180406_9,81.92
20180406_10,102.592
20180406_11,102.72
20180406_12,101.504
20180406_13,98.88
20180406_14,108.48
20180406_15,109.952
20180406_16,110.144
20180406_17,104.768
20180406_18,95.744
20180406_21,94.4
20180406_22,93.056
20180406_23,86.144
20180407_0,83.328
20180407_1,79.296
20180407_2,71.296
20180407_3,68.288
20180407_4,73.344
20180407_5,69.76
20180407_6,69.44
20180407_9,0
20180407_10,171.584
20180407_12,88.768
20180407_13,93.76
20180407_14,95.04
20180407_15,99.776
20180407_16,102.528
20180407_17,93.568
20180407_18,91.072
20180407_19,89.984
20180407_20,98.368
20180407_21,102.912
20180407_22,99.52
20180407_23,113.664
20180408_0,103.424
20180408_1,95.488
20180408_2,97.344
20180408_3,84.672
20180408_4,74.944
20180408_5,77.632
20180408_6,74.112
20180408_7,70.016
20180408_8,70.016
20180408_9,69.632
20180408_10,67.072
20180408_11,76.352
20180408_12,70.848
20180408_13,75.072
20180408_14,77.824
20180408_15,92.544
20180408_16,82.304
20180408_17,96.384
20180408_18,85.504
20180408_19,85.44
20180408_20,94.848
20180408_21,102.464
20180408_22,113.856
20180408_23,106.304
20180409_0,92.352
20180409_1,85.056
20180409_2,78.592
20180409_3,72
20180409_4,74.496
20180409_6,75.968
20180409_7,69.824
20180409_8,70.912
20180409_9,73.536
20180409_10,76.48
20180409_11,74.112
20180409_12,80.832
20180409_13,82.688
20180409_14,80.256
20180409_15,95.04
20180409_17,104.832
20180409_18,103.744
20180409_19,103.36
20180409_20,109.12
20180409_21,107.52
20180409_22,110.592
20180409_23,114.496
20180410_0,105.792
20180410_1,98.624
20180410_2,90.56
20180410_3,89.792
20180410_4,85.12
20180410_5,76.48
20180410_7,77.504
20180410_8,80.32
20180410_9,90.88
20180410_10,108.48
20180410_11,117.12
20180410_12,115.072
20180410_13,111.104
20180410_14,104.64
20180410_15,111.104
20180410_16,108.992
20180410_17,100.288
20180410_18,98.752
20180410_19,100.992
20180410_21,105.344
20180410_22,100.48
20180411_0,93.12
20180411_1,89.472
20180411_2,81.92
20180411_3,77.632
20180411_4,78.656
20180411_5,75.52
20180411_6,76.544
20180411_7,74.56
20180411_8,76.928
20180411_9,90.176
20180411_10,98.24
20180411_11,98.176
20180411_14,107.968
20180411_16,113.664
20180411_17,105.856
20180411_18,101.696
20180411_19,103.232
20180411_20,94.976
20180411_21,99.2
20180411_22,95.616
20180412_0,87.936
20180412_1,83.392
20180412_2,79.104
20180412_3,74.24
20180412_4,76.096
20180412_5,75.84
20180412_6,71.744
20180412_8,73.28
20180412_9,83.776
20180412_10,91.264
20180412_11,99.008
20180412_12,100.48
20180412_13,105.984
20180412_14,109.632
20180412_15,106.688
20180412_16,109.056
20180412_17,102.656
20180412_18,99.008
20180412_19,94.144
20180412_21,96.448
20180412_22,92.608
20180412_23,95.68
20180413_0,86.016
20180413_1,85.312
20180413_2,82.304
20180413_3,79.168
20180413_4,82.816
20180413_5,79.424
20180413_6,80.512
20180413_7,80.64
20180413_8,77.504
20180413_9,86.912
20180413_10,91.776
20180413_11,95.616
20180413_13,91.072
20180413_14,95.744
20180413_16,105.152
20180413_17,102.4
20180413_18,102.976
20180413_19,97.92
20180413_20,90.688
20180413_21,87.296
20180413_22,95.36
20180413_23,90.048
20180414_0,92.48
20180414_1,88.448
20180414_2,86.272
20180414_3,79.744
20180414_4,82.688
20180414_6,79.296
20180414_7,80.256
20180414_8,80.384
20180414_9,86.912
20180414_10,94.272
20180414_11,97.984
20180414_12,97.984
20180414_13,100.352
20180414_14,104.832
20180414_15,108.608
20180414_16,105.792
20180414_17,101.312
20180414_18,92.928
20180414_19,93.312
20180414_20,93.184
20180414_21,90.56
20180414_22,89.856
20180414_23,83.84
20180415_0,86.784
20180415_1,80.576
20180415_2,75.584
20180415_3,75.712
20180415_4,73.792
20180415_5,72.704
20180415_6,73.408
20180415_7,71.616
20180415_8,68.032
20180415_9,74.048
20180415_10,75.2
20180415_11,76.864
20180415_14,82.816
20180415_15,79.488
20180415_16,84.224
20180415_17,86.848
20180415_18,89.728
20180415_19,87.424
20180415_20,85.312
20180415_21,87.04
20180415_22,85.12
20180415_23,83.136
20180416_0,83.712
20180416_1,76.736
20180416_3,84.16
20180416_4,77.312
20180416_5,74.24
20180416_6,76.992
20180416_7,75.968
20180416_8,74.944
20180416_9,75.84
20180416_10,74.56
20180416_11,78.016
20180416_12,76.992
20180416_13,79.68
20180416_14,81.088
20180416_15,79.04
20180416_16,88.384
20180416_17,91.648
20180416_18,95.936
20180416_21,95.808
20180416_22,85.952
20180416_23,85.12
20180417_0,91.84
20180417_2,84.48
20180417_3,82.496
20180417_4,76.352
20180417_5,79.616
20180417_6,85.824
20180417_7,84.032
20180417_8,80.832
20180417_9,84.992
20180417_10,82.048
20180417_11,91.968
20180417_12,93.632
20180417_13,92.736
20180417_14,96.256
20180417_15,93.76
20180417_16,103.872
20180417_17,94.08
20180417_18,92.608
20180417_19,87.552
20180417_20,86.912
20180417_21,89.024
20180417_22,90.176
20180417_23,100.864
20180418_0,99.008
20180418_1,90.88
20180418_2,85.44
20180418_3,84.288
20180418_4,78.528
20180418_6,73.92
20180418_7,75.008
20180418_8,74.688
20180418_9,85.312
20180418_10,92.416
20180418_11,92.736
20180418_12,93.376
20180418_13,100.928
20180418_14,102.72
20180418_15,102.272
20180418_16,104.896
20180418_17,97.856
20180418_18,99.2
20180418_19,92.928
20180418_20,98.432
20180418_21,93.12
20180418_22,83.84
20180418_23,86.4
20180419_0,90.432
20180419_2,86.336
20180419_3,85.76
20180419_5,79.808
20180419_7,83.648
20180419_8,80.384
20180419_9,80.256
20180419_10,88.128
20180419_13,100.864
20180419_14,104.064
20180419_15,104.448
20180419_16,103.936
20180419_17,107.584
20180419_18,95.744
20180419_19,98.24
20180419_20,96.64
20180419_21,97.792
20180419_22,95.872
20180419_23,86.848
20180420_0,84.672
20180420_1,87.296
20180420_2,83.008
20180420_3,89.92
20180420_4,82.432
20180420_5,82.88
20180420_6,77.952
20180420_7,83.456
20180420_8,85.504
20180420_9,94.848
20180420_10,105.152
20180420_11,98.432
20180420_12,98.368
20180420_13,94.016
20180420_14,101.696
20180420_15,98.368
20180420_16,100.8
20180420_17,100.224
20180420_18,93.248
20180420_19,92.16
20180420_20,90.624
20180420_21,87.744
20180420_22,89.536
20180420_23,83.776
20180421_0,80.32
20180421_1,78.08
20180421_2,76.672
20180421_3,79.488
20180421_4,73.472
20180421_5,74.752
20180421_6,75.52
20180421_7,77.568
20180421_8,75.456
20180421_9,82.24
20180421_10,87.68
20180421_11,90.24
20180421_12,93.888
20180421_13,97.216
20180421_14,106.176
20180421_15,104.32
20180421_16,100.608
20180421_17,104.128
20180421_18,93.696
20180421_19,87.488
20180421_20,86.912
20180421_21,82.112
20180421_23,78.016
20180422_0,76.096
20180422_1,75.392
20180422_2,72.576
20180422_3,69.952
20180422_4,73.472
20180422_5,73.472
20180422_6,73.792
20180422_8,73.024
20180422_9,76.224
20180422_11,78.592
20180422_12,80.256
20180422_13,80.704
20180422_14,83.264
20180422_15,89.92
20180422_16,92.8
20180422_17,91.712
20180422_18,80.704
20180422_19,78.144
20180422_20,77.44
20180422_21,81.152
20180422_22,77.696
20180422_23,81.664
20180423_1,82.496
20180423_2,72.32
20180423_3,76.224
20180423_4,72.064
20180423_5,70.464
20180423_6,72.896
20180423_7,70.592
20180423_8,69.696
20180423_10,70.656
20180423_11,70.016
20180423_13,73.024
20180423_14,80.896
20180423_15,83.712
20180423_16,87.424
20180423_17,90.368
20180423_18,81.984
20180423_19,81.152
20180423_20,83.072
20180423_21,81.344
20180423_22,80.896
20180423_23,82.752
20180424_0,76.16
20180424_1,73.728
20180424_2,74.496
20180424_3,69.312
20180424_4,69.312
20180424_5,69.376
20180424_6,69.76
20180424_7,67.968
20180424_8,67.776
20180424_9,73.472
20180424_10,85.12
20180424_11,94.976
20180424_12,91.648
20180424_13,91.328
20180424_14,103.424
20180424_15,98.688
20180424_16,99.264
20180424_18,95.168
20180424_19,94.464
20180424_20,101.824
20180424_21,95.36
20180424_22,95.616
20180424_23,89.024
20180425_0,85.312
20180425_1,85.632
20180425_2,79.936
20180425_5,78.208
20180425_7,74.944
20180425_8,72.768
20180425_9,79.936
20180425_10,88.768
20180425_11,93.248
20180425_12,105.28
20180425_13,108.672
20180425_14,112.768
20180425_15,111.424
20180425_16,107.904
20180425_17,99.072
20180425_18,99.2
20180425_19,97.792
20180425_20,99.072
20180425_21,95.04
20180425_22,91.392
20180425_23,95.168
20180426_0,86.272
20180426_1,84.416
20180426_2,84.544
20180426_3,84.288
20180426_4,78.08
20180426_5,75.776
20180426_6,79.552
20180426_7,76.992
20180426_8,75.392
20180426_9,80.704
20180426_10,89.152
20180426_11,97.728
20180426_13,101.568
20180426_14,104.896
20180426_15,101.248
20180426_16,105.92
20180426_17,99.392
20180426_19,95.36
20180426_20,93.632
20180426_21,92.992
20180426_22,90.944
20180426_23,85.952
20180427_0,79.296
20180427_1,73.408
20180427_2,77.12
20180427_3,76.608
20180427_4,77.696
20180427_5,78.976
20180427_6,71.104
20180427_7,71.04
20180427_8,76.736
20180427_9,78.72
20180427_10,89.664
20180427_12,91.328
20180427_13,92.928
20180427_14,108.352
20180427_15,104.384
20180427_16,103.552
20180427_19,90.496
20180427_20,91.328
20180427_21,90.304
20180427_22,85.888
20180427_23,82.304
20180428_0,81.152
20180428_1,76.544
20180428_2,77.696
20180428_3,75.712
20180428_4,75.072
20180428_5,73.984
20180428_6,73.6
20180428_7,75.008
20180428_8,75.776
20180428_9,78.208
20180428_11,92.352
20180428_12,92.608
20180428_13,99.904
20180428_14,107.2
20180428_15,108.672
20180428_16,104.512
20180428_17,101.376
20180428_18,97.856
20180428_19,93.568
20180428_20,94.336
20180428_21,90.624
20180428_22,89.664
20180428_23,83.776
20180429_0,82.944
20180429_1,80.256
20180429_2,77.44
20180429_3,76.672
20180429_5,75.008
20180429_6,75.84
20180429_7,75.584
20180429_9,77.504
20180429_11,83.072
20180429_13,79.616
20180429_14,85.888
20180429_15,87.232
20180429_16,95.36
20180429_19,88.96
20180429_20,85.312
20180429_21,80.512
20180429_22,83.328
20180429_23,79.68
20180430_0,74.944
20180430_1,77.312
20180430_2,72.704
20180430_3,73.664
20180430_4,73.344
20180430_5,69.824
20180430_6,69.248
20180430_7,69.696
20180430_8,69.824
20180430_9,71.616
20180430_10,72.512
20180430_11,72.896
20180430_12,73.344
20180430_13,77.888
20180430_14,86.464
20180430_15,84.032
20180430_16,94.912
20180430_17,91.52
20180430_18,89.28
20180430_19,82.816
20180430_20,80.96
20180430_21,84.032
20180430_22,83.456
20180501_0,79.232
20180501_1,78.656
20180501_2,75.904
20180501_3,74.048
20180501_4,73.344
20180501_5,69.12
20180501_6,72.256
20180501_7,73.024
20180501_8,76.16
20180501_9,80.832
20180501_10,101.376
20180501_12,111.488
20180501_13,125.568
20180501_14,133.312
20180501_15,138.368
20180501_16,138.752
20180501_17,127.488
20180501_18,120.448
20180501_19,116.288
20180501_20,106.176
20180501_21,104.704
20180501_22,101.952
20180501_23,94.912
20180502_0,87.936
20180502_4,78.976
20180502_5,73.28
20180502_6,76.992
20180502_7,74.368
20180502_8,78.336
20180502_9,85.44
20180502_10,105.536
20180502_11,112.704
20180502_12,115.968
20180502_13,121.856
20180502_14,131.968
20180502_15,133.824
20180502_16,139.776
20180502_18,123.904
20180502_19,130.944
20180502_20,132.48
20180502_21,124.48
20180502_22,117.376
20180502_23,106.496
20180503_0,95.424
20180503_1,94.656
20180503_2,84.928
20180503_4,79.936
20180503_5,77.568
20180503_6,78.464
20180503_7,76.48
20180503_8,79.616
20180503_9,89.216
20180503_10,100.48
20180503_11,119.296
20180503_12,134.272
20180503_13,141.568
20180503_15,132.992
20180503_16,127.744
20180503_17,121.216
20180503_18,113.984
20180503_19,113.024
20180503_20,112.064
20180503_21,103.552
20180503_22,108.096
20180503_23,96.96
20180504_0,90.752
20180504_1,82.048
20180504_2,82.368
20180504_3,79.04
20180504_4,78.336
20180504_5,76.096
20180504_6,74.816
20180504_7,76.032
20180504_8,77.824
20180504_9,92.032
20180504_10,106.048
20180504_11,104.256
20180504_12,53.504
20180504_13,0
20180504_14,0
20180504_15,0
20180504_16,0
20180504_18,0
20180504_19,0
20180504_20,0
20180504_21,0
20180504_22,0
20180504_23,0
20180505_0,0
20180505_1,0
20180505_2,0
20180505_3,0
20180505_4,0
20180505_5,0
20180505_6,0
20180505_7,0
20180505_9,0
20180505_10,0
20180505_11,0
20180505_12,0
20180505_13,0
20180505_14,0
20180505_15,0
20180505_16,0
20180505_17,2858.112
20180505_18,94.976
20180505_19,94.016
20180505_20,94.08
20180505_21,88.512
20180505_22,89.088
20180505_23,80.576
20180506_0,83.008
20180506_1,80
20180506_2,80.704
20180506_3,75.264
20180506_4,78.208
20180506_5,74.88
20180506_6,70.336
20180506_7,72.832
20180506_8,74.176
20180506_9,75.072
20180506_10,73.472
20180506_11,78.848
20180506_12,80.96
20180506_13,77.952
20180506_14,86.016
20180506_15,86.656
20180506_17,91.008
20180506_18,93.056
20180506_19,86.016
20180506_20,82.176
20180506_21,83.584
20180506_22,82.752
20180506_23,82.112
20180507_2,71.232
20180507_4,75.456
20180507_5,71.424
20180507_6,73.6
20180507_7,72.128
20180507_8,73.088
20180507_9,71.552
20180507_10,73.152
20180507_11,70.528
20180507_13,78.08
20180507_14,78.528
20180507_15,77.824
20180507_16,82.048
20180507_18,80.512
20180507_19,78.272
20180507_20,81.344
20180507_21,82.816
20180507_22,78.848
20180507_23,77.888
20180508_1,80.192
20180508_3,75.776
20180508_4,73.28
20180508_5,74.56
20180508_6,70.272
20180508_7,72.96
20180508_8,72.448
20180508_9,74.304
20180508_10,75.584
20180508_11,76.992
20180508_12,77.76
20180508_13,82.624
20180508_14,88.896
20180508_15,92.8
20180508_16,91.136
20180508_17,90.24
20180508_18,88.96
20180508_22,85.952
20180508_23,83.648
20180509_0,82.688
20180509_1,80.064
20180509_3,77.76
20180509_4,76.48
20180509_6,74.304
20180509_8,76.16
20180509_9,81.664
20180509_10,96.768
20180509_11,99.264
20180509_12,100.928
20180509_13,104.64
20180509_14,109.12
20180509_16,112.128
20180509_18,103.936
20180509_19,100.48
20180509_20,102.528
20180509_21,101.184
20180509_22,99.52
20180509_23,98.88
20180510_0,91.008
20180510_1,83.328
20180510_2,76.16
20180510_3,77.184
20180510_4,72.128
20180510_5,72.192
20180510_6,75.968
20180510_7,75.2
20180510_9,83.904
20180510_10,97.856
20180510_11,104.384
20180510_12,107.072
20180510_13,120.704
20180510_14,121.92
20180510_15,124.288
20180510_16,119.872
20180510_17,121.856
20180510_18,112.448
20180510_19,108.8
20180510_21,97.536
20180510_22,96.064
20180510_23,90.048
20180511_0,91.008
20180511_1,85.952
20180511_3,77.184
20180511_6,73.408
20180511_7,75.328
20180511_8,74.56
20180511_9,78.336
20180511_11,102.848
20180511_12,99.904
20180511_13,107.904
20180511_14,122.24
20180511_15,116.224
20180511_16,113.472
20180511_17,107.776
20180511_18,106.048
20180511_19,98.112
20180511_20,100.928
20180511_21,102.08
20180511_22,95.168
20180511_23,92.736
20180512_0,87.296
20180512_1,81.472
20180512_2,79.552
20180512_4,78.464
20180512_5,74.56
20180512_7,73.664
20180512_8,75.456
20180512_9,83.328
20180512_10,94.912
20180512_11,98.048
20180512_12,103.424
